"cty","Name","Household_Income_rP_gP_p50"
"cty13255","Spalding County, GA",34605
"cty13159","Jasper County, GA",34583
"cty28151","Washington County, MS",34578
"cty72035","Cayey Municipio, PR",34557
"cty45065","McCormick County, SC",34552
"cty28025","Clay County, MS",34529
"cty21147","McCreary County, KY",34512
"cty05123","St. Francis County, AR",34483
"cty13301","Warren County, GA",34474
"cty45023","Chester County, SC",34453
"cty13217","Newton County, GA",34437
"cty13079","Crawford County, GA",34386
"cty02275","Wrangell City and Borough, AK",34333
"cty13263","Talbot County, GA",34305
"cty29510","St. Louis city, MO",34243
"cty01085","Lowndes County, AL",34161
"cty13193","Macon County, GA",34123
"cty72051","Dorado Municipio, PR",34121
"cty72135","Toa Alta Municipio, PR",34094
"cty28093","Marshall County, MS",33927
"cty47157","Shelby County, TN",33926
"cty47075","Haywood County, TN",33907
"cty21189","Owsley County, KY",33889
"cty13021","Bibb County, GA",33887
"cty21237","Wolfe County, KY",33886
"cty45039","Fairfield County, SC",33857
"cty21131","Leslie County, KY",33851
"cty13007","Baker County, GA",33797
"cty01119","Sumter County, AL",33780
"cty45069","Marlboro County, SC",33688
"cty46041","Dewey County, SD",33425
"cty05107","Phillips County, AR",33343
"cty13259","Stewart County, GA",33321
"cty13245","Richmond County, GA",33314
"cty13289","Twiggs County, GA",33314
"cty72125","San German Municipio, PR",33299
"cty51690","Martinsville city, VA",33286
"cty17003","Alexander County, IL",33276
"cty01113","Russell County, AL",33268
"cty45053","Jasper County, SC",33202
"cty37065","Edgecombe County, NC",33196
"cty72027","Camuy Municipio, PR",32877
"cty13089","DeKalb County, GA",32838
"cty72101","Morovis Municipio, PR",32836
"cty28021","Claiborne County, MS",32746
"cty13063","Clayton County, GA",32721
"cty37155","Robeson County, NC",32684
"cty51760","Richmond city, VA",32573
"cty13237","Putnam County, GA",32552
"cty13061","Clay County, GA",32438
"cty24510","Baltimore city, MD",32365
"cty13319","Wilkinson County, GA",32324
"cty12037","Franklin County, FL",32171
"cty02016","Aleutians West Census Area, AK",32137
"cty37165","Scotland County, NC",32136
"cty01063","Greene County, AL",32059
"cty37093","Hoke County, NC",31997
"cty13239","Quitman County, GA",31950
"cty12039","Gadsden County, FL",31908
"cty13095","Dougherty County, GA",31830
"cty28063","Jefferson County, MS",31797
"cty72023","Cabo Rojo Municipio, PR",31791
"cty72025","Caguas Municipio, PR",31721
"cty72127","San Juan Municipio, PR",31717
"cty72115","Quebradillas Municipio, PR",31616
"cty72061","Guaynabo Municipio, PR",31560
"cty13141","Hancock County, GA",31293
"cty04001","Apache County, AZ",31268
"cty72019","Barranquitas Municipio, PR",31265
"cty72059","Guayanilla Municipio, PR",31187
"cty28143","Tunica County, MS",31134
"cty02070","Dillingham Census Area, AK",30843
"cty13191","McIntosh County, GA",30733
"cty01087","Macon County, AL",30718
"cty45005","Allendale County, SC",30393
"cty72119","Rio Grande Municipio, PR",30308
"cty51730","Petersburg city, VA",30069
"cty72129","San Lorenzo Municipio, PR",30038
"cty38085","Sioux County, ND",29948
"cty72137","Toa Baja Municipio, PR",29902
"cty72037","Ceiba Municipio, PR",29852
"cty02198","Prince of Wales-Hyder Census Area, AK",29729
"cty08079","Mineral County, CO",29670
"cty46121","Todd County, SD",29399
"cty72113","Ponce Municipio, PR",28906
"cty72131","San Sebastian Municipio, PR",28593
"cty72079","Lajas Municipio, PR",27891
"cty72139","Trujillo Alto Municipio, PR",27774
"cty72081","Lares Municipio, PR",27763
"cty02105","Hoonah-Angoon Census Area, AK",27705
"cty55078","Menominee County, WI",27670
"cty02013","Aleutians East Borough, AK",27586
"cty72143","Vega Alta Municipio, PR",27265
"cty02290","Yukon-Koyukuk Census Area, AK",27237
"cty72103","Naguabo Municipio, PR",27193
"cty72065","Hatillo Municipio, PR",27191
"cty72033","Catano Municipio, PR",27023
"cty72031","Carolina Municipio, PR",26763
"cty72063","Gurabo Municipio, PR",26172
"cty02180","Nome Census Area, AK",25782
"cty72075","Juana Diaz Municipio, PR",25546
"cty02164","Lake and Peninsula Borough, AK",25396
"cty72021","Bayamon Municipio, PR",25170
"cty02185","North Slope Borough, AK",24609
"cty72153","Yauco Municipio, PR",24110
"cty02060","Bristol Bay Borough, AK",23716
"cty72071","Isabela Municipio, PR",23232
"cty72145","Vega Baja Municipio, PR",22742
"cty72053","Fajardo Municipio, PR",22461
"cty72043","Coamo Municipio, PR",22272
"cty02282","Yakutat City and Borough, AK",21847
"cty02188","Northwest Arctic Borough, AK",21815
"cty72105","Naranjito Municipio, PR",21692
"cty72141","Utuado Municipio, PR",21625
"cty72085","Las Piedras Municipio, PR",21221
"cty72039","Ciales Municipio, PR",21059
"cty72121","Sabana Grande Municipio, PR",20996
"cty02050","Bethel Census Area, AK",20718
"cty72107","Orocovis Municipio, PR",20032
"cty72123","Salinas Municipio, PR",19650
"cty72087","Loiza Municipio, PR",19505
"cty46102","Oglala Lakota County, SD",18620
"cty72091","Manati Municipio, PR",18586
"cty72151","Yabucoa Municipio, PR",18358
"cty72007","Aguas Buenas Municipio, PR",18352
"cty72095","Maunabo Municipio, PR",17598
"cty72069","Humacao Municipio, PR",16241
"cty72077","Juncos Municipio, PR",15748
"cty02158","Kusilvak Census Area, AK",15092
"cty72009","Aibonito Municipio, PR",14490
"cty72045","Comerio Municipio, PR",11440
"cty72117","Rincon Municipio, PR",8811
"cty72003","Aguada Municipio, PR",7554
"cty72029","Canovanas Municipio, PR",7471
"cty72109","Patillas Municipio, PR",7065
"cty72133","Santa Isabel Municipio, PR",6852
"cty72149","Villalba Municipio, PR",6589
"cty72001","Adjuntas Municipio, PR",0
"cty48269","King County, TX",
"cty72054","Florida Municipio, PR",
"cty72147","Vieques Municipio, PR",
"cty72083","Las Marias Municipio, PR",
"cty72017","Barceloneta Municipio, PR",
"cty15005","Kalawao County, HI",
"cty30069","Petroleum County, MT",
"cty48301","Loving County, TX",
"cty31005","Arthur County, NE",
"cty72067","Hormigueros Municipio, PR",
"cty72049","Culebra Municipio, PR",
"cty72093","Maricao Municipio, PR",
