"cty","Name","Household_Income_rP_gP_pall"
"cty47095","Lake County, TN",29055
"cty29510","St. Louis city, MO",28930
"cty12037","Franklin County, FL",28930
"cty13093","Dooly County, GA",28911
"cty05077","Lee County, AR",28841
"cty28103","Noxubee County, MS",28838
"cty05123","St. Francis County, AR",28831
"cty05017","Chicot County, AR",28821
"cty47075","Haywood County, TN",28799
"cty72125","San German Municipio, PR",28615
"cty37065","Edgecombe County, NC",28603
"cty13287","Turner County, GA",28331
"cty45061","Lee County, SC",28267
"cty17003","Alexander County, IL",28225
"cty21147","McCreary County, KY",28218
"cty45067","Marion County, SC",28109
"cty72035","Cayey Municipio, PR",28091
"cty13301","Warren County, GA",28050
"cty13037","Calhoun County, GA",28012
"cty45033","Dillon County, SC",27988
"cty13007","Baker County, GA",27952
"cty37155","Robeson County, NC",27940
"cty72135","Toa Alta Municipio, PR",27927
"cty51760","Richmond city, VA",27855
"cty02198","Prince of Wales-Hyder Census Area, AK",27810
"cty13191","McIntosh County, GA",27773
"cty72119","Rio Grande Municipio, PR",27696
"cty13095","Dougherty County, GA",27692
"cty02013","Aleutians East Borough, AK",27681
"cty24510","Baltimore city, MD",27591
"cty46041","Dewey County, SD",27571
"cty45053","Jasper County, SC",27512
"cty28051","Holmes County, MS",27452
"cty28063","Jefferson County, MS",27408
"cty37093","Hoke County, NC",27400
"cty22065","Madison Parish, LA",27398
"cty28027","Coahoma County, MS",27349
"cty02185","North Slope Borough, AK",27296
"cty01011","Bullock County, AL",27290
"cty45069","Marlboro County, SC",27147
"cty28083","Leflore County, MS",27047
"cty72111","Penuelas Municipio, PR",26908
"cty28151","Washington County, MS",26884
"cty01119","Sumter County, AL",26777
"cty72041","Cidra Municipio, PR",26693
"cty72033","Catano Municipio, PR",26650
"cty72113","Ponce Municipio, PR",26563
"cty08079","Mineral County, CO",26551
"cty13061","Clay County, GA",26521
"cty72137","Toa Baja Municipio, PR",26469
"cty02070","Dillingham Census Area, AK",26424
"cty13273","Terrell County, GA",26349
"cty21189","Owsley County, KY",26193
"cty72043","Coamo Municipio, PR",26092
"cty13259","Stewart County, GA",25921
"cty13243","Randolph County, GA",25863
"cty05107","Phillips County, AR",25750
"cty01105","Perry County, AL",25738
"cty72025","Caguas Municipio, PR",25655
"cty12039","Gadsden County, FL",25628
"cty13265","Taliaferro County, GA",25612
"cty01085","Lowndes County, AL",25601
"cty72063","Gurabo Municipio, PR",25496
"cty28133","Sunflower County, MS",25404
"cty28021","Claiborne County, MS",25382
"cty28119","Quitman County, MS",25194
"cty02060","Bristol Bay Borough, AK",25175
"cty72021","Bayamon Municipio, PR",25168
"cty01063","Greene County, AL",25119
"cty72031","Carolina Municipio, PR",25060
"cty51730","Petersburg city, VA",25059
"cty28135","Tallahatchie County, MS",24848
"cty22035","East Carroll Parish, LA",24761
"cty13141","Hancock County, GA",24669
"cty72079","Lajas Municipio, PR",24649
"cty01087","Macon County, AL",24602
"cty13239","Quitman County, GA",24580
"cty72057","Guayama Municipio, PR",24376
"cty72007","Aguas Buenas Municipio, PR",24354
"cty72037","Ceiba Municipio, PR",24325
"cty72023","Cabo Rojo Municipio, PR",24282
"cty02180","Nome Census Area, AK",24241
"cty02290","Yukon-Koyukuk Census Area, AK",23843
"cty55078","Menominee County, WI",23498
"cty28053","Humphreys County, MS",23415
"cty38085","Sioux County, ND",23412
"cty45005","Allendale County, SC",23404
"cty72019","Barranquitas Municipio, PR",22867
"cty72073","Jayuya Municipio, PR",22814
"cty72101","Morovis Municipio, PR",22706
"cty02164","Lake and Peninsula Borough, AK",22661
"cty72071","Isabela Municipio, PR",22653
"cty72109","Patillas Municipio, PR",22648
"cty72103","Naguabo Municipio, PR",22601
"cty46121","Todd County, SD",22418
"cty72133","Santa Isabel Municipio, PR",22010
"cty72053","Fajardo Municipio, PR",22000
"cty72027","Camuy Municipio, PR",21661
"cty72081","Lares Municipio, PR",21583
"cty72107","Orocovis Municipio, PR",21577
"cty72099","Moca Municipio, PR",21458
"cty28143","Tunica County, MS",21366
"cty72139","Trujillo Alto Municipio, PR",21355
"cty02282","Yakutat City and Borough, AK",21229
"cty72075","Juana Diaz Municipio, PR",20996
"cty72129","San Lorenzo Municipio, PR",20872
"cty72001","Adjuntas Municipio, PR",20288
"cty72131","San Sebastian Municipio, PR",20195
"cty72039","Ciales Municipio, PR",20057
"cty72141","Utuado Municipio, PR",19713
"cty72153","Yauco Municipio, PR",19627
"cty72089","Luquillo Municipio, PR",19222
"cty02188","Northwest Arctic Borough, AK",19154
"cty72123","Salinas Municipio, PR",18915
"cty72003","Aguada Municipio, PR",18670
"cty72055","Guanica Municipio, PR",18191
"cty72085","Las Piedras Municipio, PR",17970
"cty72105","Naranjito Municipio, PR",17893
"cty72143","Vega Alta Municipio, PR",17763
"cty72059","Guayanilla Municipio, PR",17309
"cty72117","Rincon Municipio, PR",17064
"cty02050","Bethel Census Area, AK",16874
"cty46102","Oglala Lakota County, SD",16468
"cty72095","Maunabo Municipio, PR",16400
"cty72009","Aibonito Municipio, PR",16153
"cty72069","Humacao Municipio, PR",16055
"cty72065","Hatillo Municipio, PR",15829
"cty72015","Arroyo Municipio, PR",15804
"cty72151","Yabucoa Municipio, PR",15775
"cty72145","Vega Baja Municipio, PR",15573
"cty72121","Sabana Grande Municipio, PR",14924
"cty72115","Quebradillas Municipio, PR",14832
"cty72091","Manati Municipio, PR",14574
"cty72077","Juncos Municipio, PR",14558
"cty72029","Canovanas Municipio, PR",14557
"cty72149","Villalba Municipio, PR",13626
"cty02158","Kusilvak Census Area, AK",13162
"cty72087","Loiza Municipio, PR",11329
"cty72045","Comerio Municipio, PR",11316
"cty48269","King County, TX",
"cty72054","Florida Municipio, PR",
"cty72147","Vieques Municipio, PR",
"cty72083","Las Marias Municipio, PR",
"cty72017","Barceloneta Municipio, PR",
"cty15005","Kalawao County, HI",
"cty30069","Petroleum County, MT",
"cty48301","Loving County, TX",
"cty31005","Arthur County, NE",
"cty72067","Hormigueros Municipio, PR",
"cty72049","Culebra Municipio, PR",
"cty72093","Maricao Municipio, PR",
